MOF,Density_g_cm^3,POAVF__,Cp_J_g_K,Henry_mol_kg_Pa_CO2,Henry_mol_kg_Pa_N2,T_ref_K_CO2,T_ref_K_N2,Uptake_mean_CO2,Uptake_mean_N2,Heat_mean_CO2,Heat_mean_N2,Uptake_max_CO2,Uptake_max_N2,Heat_max_CO2,Heat_max_N2,Uptake_min_CO2,Uptake_min_N2,Heat_min_CO2,Heat_min_N2,Uptake_first_CO2,Uptake_first_N2,Heat_first_CO2,Heat_first_N2,Uptake_last_CO2,Uptake_last_N2,Heat_last_CO2,Heat_last_N2,Henry_selectivity_CO2_N2,Uptake_mean_selectivity_CO2_N2,Uptake_max_selectivity_CO2_N2,Uptake_sat_mol_kg,Henry_mol_kg_Pa,Heat_henry_kJ_mol,Uptake_des_mol_kg,Heat_des_kJ_mol,Uptake_CO2_bin_mol_kg,Uptake_CO2_ter_mol_kg,WRC__,nCAC
RSM3003,1.1232,0.3572,0.8519,0.000284874,7.63e-06,298.15,298.15,4.629401389338181,3.8521066353986106,-35.29450665154986,-17.633091074654903,6.4002208140503,5.4473328827759,-30.993181746154512,-16.6751345213932,0.40980228383752,0.24773358402860002,-37.93479228465469,-18.64106304527441,0.40980228383752,0.24773358402860002,-31.134494782174006,-18.25629069671656,6.4002208140503,5.4473328827759,-37.93479228465469,-16.79929461878281,37.336037046390956,1.2017843293317696,1.1749274281155448,17.445648,0.00350295,-48.93711593,5.664802125,-50.13481,2.178424485,0.026815631,0.012309645,93.4785253756344
RSM3007,1.0715,0.3879,0.9034,2.39e-05,2.28e-06,298.15,298.15,5.973756697386084,5.360843521054004,-27.222829747777073,-14.578347186834467,8.0805754519766,7.9453416222852,-22.63308491585527,-13.538401780596844,0.42476301241186,0.33005524623338,-30.894404431027407,-15.556474213382126,0.42476301241186,0.33005524623338,-22.63308491585527,-13.538401780596844,8.0805754519766,7.9453416222852,-25.484577517753316,-15.144717913763966,10.482451542784412,1.1143314804701592,1.0170205179486653,19.7416275,0.00084241,-47.67339936,0.37271331,-33.53135,0.328519484,0.10773826,0.327950898,-765.8882601906968
RSM3012,0.9661,0.4767,0.9097,0.000379253,5.74e-06,298.15,298.15,5.598122463655488,6.2189272782715665,-30.57634581463245,-16.04525367786843,8.7321004450271,9.1028238174478,-26.33888348617445,-14.582478516898934,0.081726360865729,0.24965742692118,-33.19356358098613,-17.172484964233284,0.081726360865729,0.24965742692118,-33.19356358098613,-17.172484964233284,8.7321004450271,9.1028238174478,-31.484411227392687,-15.290878273644985,66.0719397087213,0.9001749358308111,0.9592738055952401,27.020286,0.000205643,-31.62280418,0.932632333,-38.75255145,1.344598929,0.162343407,0.120737421,171.04465251202882
RSM3013,0.9882,0.455,0.9129,0.000102097,5.33e-06,298.15,298.15,6.555148171285371,6.000924827569741,-30.239952218413055,-15.528026618482482,9.0948410737378,8.5894723819844,-25.435595488784525,-14.674235438563988,0.39532340599658,0.37523386757062,-32.558501888860015,-16.331281244948144,0.39532340599658,0.37523386757062,-25.449930888353006,-15.419397824650288,9.0948410737378,8.5894723819844,-31.26435749839344,-14.809582925547428,19.155155880833792,1.092356321673669,1.0588358247489456,25.3850895,0.000130371,-33.07786006,0.399040972,-32.11323,1.217512796,0.066155317,0.054336445,193.57680602585629
RSM3015,1.3662,0.247,0.8285,1.94e-05,1.58e-06,298.15,298.15,3.0183569018312517,2.776190120001803,-29.944387889701993,-16.335206913355787,3.863555411923,3.7502122081982,-25.35502264344737,-15.598959664509017,0.41421958114481,0.24631814072618,-31.87823171683863,-17.219443604274936,0.41421958114481,0.24631814072618,-25.35502264344737,-16.033343025154295,3.863555411923,3.7502122081982,-30.027112527025622,-15.710258971387237,12.278473241472632,1.08722989829969,1.030223144033288,9.9222345,9.18e-06,-24.58218107,0.038040574,-23.85982,0.270572753,0.205642319,0.760025972,-676.0498965154201
RSM3019,0.8079,0.6572,0.7802,8.36e-05,5.35e-06,298.15,298.15,11.847872522843948,10.730311225430524,-28.259409214612482,-13.275751819016648,17.683091368693,16.982908773633,-21.98078006802341,-12.853154413398084,0.24508670990098,0.32217265303856,-31.87529996368804,-13.70735154472889,0.24508670990098,0.32217265303856,-24.006415101428882,-13.104071405369744,17.683091368693,16.982908773633,-30.646842565385146,-13.679097278872186,15.626165303520505,1.10414994252578,1.0412286613790234,45.077766,1.7e-05,-22.02936252,0.096748754,-19.67177,0.947381023,0.708280255,0.747619213,261.6239678493342
RSM3032,1.6999,0.1323,0.7583,0.000278857,4.93e-07,298.15,298.15,1.2023119644790738,1.4221717042700543,-38.446233689305934,-18.66524692498863,1.5198962309874,2.0017163886555,-36.38717286582443,-17.229757233562953,0.2520539734628,0.12711135590395,-41.331446230694105,-21.204168225648996,0.2520539734628,0.12711135590395,-40.802247274161374,-21.204168225648996,1.5198962309874,2.0017163886555,-36.38717286582443,-17.229757233562953,565.6317127145786,0.8454056291995548,0.7592964915511907,4.23058185,0.000388289,-41.43314464,0.642455988,-40.41781,0.992175963,0.090188222,0.090899422,113.73953084690494
RSM3040,1.4084,0.2398,0.851,0.000155706,5.42e-06,298.15,298.15,2.1831840684096324,1.8790236681140644,-34.78094836961988,-20.19649957633241,2.9139770474321,2.5892036187205,-31.202179106993764,-19.43650816187252,0.193896874492,0.15239810248728,-36.80901203534266,-20.667253969040985,0.193896874492,0.15239810248728,-31.202179106993764,-20.200882414019038,2.9139770474321,2.5892036187205,-34.4768171534321,-19.69397621508521,28.72803898006661,1.1618715109638216,1.1254337149702296,9.2300385,0.000574717,-44.85747967,0.386666304,-36.12097,0.970593118,0.314260142,0.323781548,182.9443170001432
RSM3044,1.1976,0.3175,0.9695,0.000340989,7.25e-06,298.15,298.15,3.532629992449822,3.520407104633235,-33.66815902879967,-18.799611294657378,4.895841794072,5.0466453919786,-31.94219653757791,-18.228608190978562,0.26868296301959,0.17469112015563,-35.31561828882649,-19.487191928044346,0.26868296301959,0.17469112015563,-32.67603886173469,-18.228608190978562,4.895841794072,5.0466453919786,-35.31561828882649,-18.30684230732845,47.032959029936684,1.0034720097569103,0.9701180514590415,14.5644765,0.000129044,-35.2408008,0.485871197,-34.3456,1.667295436,0.09057934,0.054327108,122.54340923402668
RSM3062,0.9575,0.5159,0.8841,4.47e-05,4.16e-06,298.15,298.15,8.027539081157075,6.9939394024656485,-27.22496826722698,-13.167593317317797,11.529179877552,10.333512897237,-21.40346892088491,-12.704868361741259,0.40318769142674,0.37941973388287,-30.948765562867592,-13.756938211012297,0.40318769142674,0.37941973388287,-21.40346892088491,-13.163854993992311,11.529179877552,10.333512897237,-27.721976884553644,-12.783535294329756,10.745189724714008,1.1477850491992956,1.115707697102075,29.802168,1.35e-05,-21.33610392,0.084018676,-20.90921,0.615545496,0.283602857,0.460734193,1129.689226937957
RSM3065,1.1286,0.3888,0.8341,0.000245969,2.98e-06,298.15,298.15,4.311659561319483,5.090720420312446,-31.620297204444274,-16.69112129161325,6.3670653264784995,7.3999800505209,-28.50258663891097,-16.088905588810057,0.14591779457288,0.28303562178248,-33.871910592128174,-17.77700940044922,0.14591779457288,0.28303562178248,-33.45223238903141,-16.088905588810057,6.3670653264784995,7.3999800505209,-32.268959077226086,-16.570809737825332,82.53990518795129,0.8469645168716622,0.8604165528837403,18.800292,1.98e-05,-25.93185441,0.084302235,-24.40958,1.360616416,0.58461843,0.429671745,110.7598948218504
RSM3076,1.3574,0.2008,0.8749,0.00023443,3.9e-06,298.15,298.15,2.265835169708773,2.402730347027608,-35.47511589446871,-20.628022854068515,2.9584170247552,3.1219095814241,-33.118020989134436,-19.96086029872434,0.25425978647129,0.24815913921468,-36.63709856856941,-21.24360326105031,0.25425978647129,0.24815913921468,-33.32405689505315,-19.96086029872434,2.9584170247552,3.1219095814241,-35.81405640539797,-20.43178679759223,60.1102409973741,0.9430251599023045,0.9476305919804159,8.1318045,0.0696085,-61.9021515,1.771315921,-43.68537,1.331097593,0.038868959,0.029200683,123.76155904480602
RSM3083,1.2337,0.2404,0.916,0.00278144,4.14e-06,298.15,298.15,2.117428426005281,2.0930195093304977,-39.7875946719619,-18.8134836610516,3.0458116363814,3.0091414440695,-37.95599896302623,-17.002640461325946,0.10598217920384,0.12697386801886,-42.21480026049431,-21.051378890341738,0.10598217920384,0.12697386801886,-42.21480026049431,-21.051378890341738,3.0458116363814,3.0091414440695,-39.453485334009066,-17.002640461325946,671.8452483465583,1.011662058841286,1.0121862640864419,10.585626,0.139828,-59.3392686,6.608983176,-56.89794,2.318923864,0.048898708,0.021086811,92.27586671501057
RSM3084,1.5134,0.044,0.8094,0.000547962,3.04e-07,298.15,298.15,0.3080226445437911,0.46633425153452884,-38.84580482056151,-17.68416459712873,0.36841703353751,0.61257214954549,-33.81096937985803,-15.52478884285561,0.06015836319880501,0.056630898153145,-46.553705227255776,-22.622411921009444,0.06015836319880501,0.056630898153145,-46.51732983409671,-22.622411921009444,0.36841703353751,0.61257214954549,-33.81096937985803,-16.24138162719284,1802.5006496689157,0.6605190237035883,0.6014263524880503,1.47537315,0.00670253,-49.03711034,1.119703264,-59.16574875,0.332069059,0.014469569,0.043573974,-595.4276160337771
RSM3092,1.2217,0.3394,0.8826,0.000240629,6.35e-06,298.15,298.15,4.418077009179754,3.7887276931159253,-35.731760720300834,-18.463514339290416,6.0542207403995,5.4406147117556,-30.024909528986885,-17.107304464808255,0.35306328960466,0.17735077793254,-38.57084270810211,-19.33660457774204,0.35306328960466,0.17735077793254,-30.024909528986885,-17.107304464808255,6.0542207403995,5.4406147117556,-38.1527167021034,-18.647128078212745,37.894324741051214,1.1661109921428725,1.1127824816039558,15.317223,0.00124323,-46.05325853,5.172839626,-47.6985,1.969346684,0.024217449,0.012297199,101.79099351884364
RSM3110,1.1149,0.4238,0.8184,0.00145373,8.43e-06,298.15,298.15,4.0896901170152145,4.966049091098795,-33.26520268268412,-17.859854835250776,6.2240477729269,7.1249269933662,-29.995373228698735,-16.992415540430365,0.14215897096858,0.34760914992719,-40.48908251202953,-18.90345090334875,0.14215897096858,0.34760914992719,-40.48908251202953,-18.84215018606857,6.2240477729269,7.1249269933662,-32.069761817070045,-17.44355192202952,172.44719188052292,0.8235299414064995,0.873559515588166,20.97123,0.0100227,-51.76372381,2.572518451,-42.53286,2.956242302,0.475625525,0.160888546,72.16819148519365
RSM3120,2.1279,0.2736,0.5117,0.274803,5.77e-06,298.15,298.15,1.0012661221206456,1.8282005570308228,-52.08852151549083,-22.68867520342549,1.2826625153375,2.4185042211809,-48.13317659939248,-19.847119511653137,0.20255180229976,0.16044091549919,-61.95178753168997,-24.832969389371023,0.20255180229976,0.16044091549919,-60.64177547307918,-24.617961722675428,1.2826625153375,2.4185042211809,-48.13317659939248,-19.847119511653137,47626.161589920004,0.547678490890656,0.5303536392881196,7.063041,1710200.0,-102.6664204,7.076676285,-55.7778,2.115478294,0.007178164,0.003393164,
RSM3126,1.1557,0.3792,0.8958,0.000668075,1.24e-05,298.15,298.15,4.525647261688923,4.589978817658086,-34.95219039572055,-19.43906490969295,6.0804715062426,6.3221974421248,-32.29334696618426,-18.496700204019167,0.37368140277369,0.35667018974295,-36.26623160792557,-20.189716720724803,0.37368140277369,0.35667018974295,-32.29334696618426,-19.371156194813302,6.0804715062426,6.3221974421248,-35.58350310445805,-18.957471931056187,53.87701178411195,0.9859843457833272,0.9617655193315314,18.1267995,6.41e-05,-27.97995388,0.283259931,-30.0727,3.4004222,0.236504246,0.069551436,72.80202976943013
RSM3130,1.0169,0.4602,0.8682,0.000267724,7.45e-06,298.15,298.15,5.890745378827662,4.844795773825799,-31.338965244417953,-14.966616453727795,8.8885552937124,7.515690398814,-26.327496880446567,-13.918675968605909,0.1342575886572,0.1341676930608,-33.90547211239697,-18.296131475810192,0.1342575886572,0.1341676930608,-30.56434235673761,-18.296131475810192,8.8885552937124,7.515690398814,-33.40859183443901,-13.955666849678135,35.93610255891241,1.2158913716552162,1.1826665046119862,24.8041155,0.000514519,-38.2916879,0.914597562,-35.36429348,1.292013976,0.523340129,0.405057637,179.10142930993152
RSM3145,1.2091,0.2416,0.9198,0.000277407,5.06e-06,298.15,298.15,2.307295280366473,2.2722810878768165,-33.76996075019691,-18.98137798272109,3.1409003592838,3.1982320972327,-33.00083285427049,-17.21512544610028,0.19512031096537,0.12278189672348,-34.32423394758646,-20.697060561160313,0.19512031096537,0.12278189672348,-33.78703929213696,-20.431872949823862,3.1409003592838,3.1982320972327,-33.714273008845595,-17.32756323534771,54.8235069518761,1.0154092698634207,0.9820739282807245,10.2214905,0.00108302,-45.47929311,0.504045999,-36.26307,1.302409891,0.337031781,0.258775508,138.7588748180296
RSM3148,1.3799,0.1229,0.9107,0.000425537,6.94e-06,298.15,298.15,1.330114113104793,1.340969893714708,-38.30639395147454,-22.40777530922363,1.6406148897030999,1.7863999360258,-36.79874474035889,-21.62861623557081,0.23784262554825,0.07904503309186,-39.42744061688946,-22.970450314446424,0.23784262554825,0.07904503309186,-36.79874474035889,-22.448121566996708,1.6406148897030999,1.7863999360258,-37.65060095266052,-22.552380776206537,61.31656176994787,0.9919045306969311,0.9183917087189634,4.8897054,0.000437138,-41.86192969,1.320964195,-50.77948,1.231234251,0.0591205,0.048017264,169.4152461398549
RSM3150,1.2686,0.3047,0.8762,0.00105936,1.06e-05,298.15,298.15,2.6449819455458474,2.9378421393323784,-35.381408073836376,-19.50236341169207,3.5111583155312003,3.9513884039844998,-34.706103196905424,-17.987295729713463,0.21781338813508,0.27203769782248,-36.444765711214494,-21.123327815086217,0.21781338813508,0.27203769782248,-35.34981603791215,-20.75059886993968,3.5111583155312003,3.9513884039844998,-34.9737919397135,-17.987295729713463,99.93961321324404,0.9003145234161617,0.888588505242798,13.207779,0.165427,-57.51235061,7.063543353,-53.44867,2.556977448,0.029709416,0.011618959,98.194896077031
RSM3159,1.529,0.1891,0.8554,0.000703013,9.23e-06,298.15,298.15,1.7596872581367347,1.6236119217426637,-39.467909395537,-22.596974185391673,2.1264633065552,2.1209385279973,-38.63744033556067,-20.355671230563527,0.33568498957555,0.11212071029405,-40.39259007567286,-24.173357080904847,0.33568498957555,0.11212071029405,-38.63744033556067,-23.260047297129262,2.1264633065552,2.1209385279973,-39.82099738361781,-20.355671230563527,76.16608058872367,1.083810259441144,1.0026048744383527,6.716832,17.2743,-76.22086396,1.657379743,-44.93536,1.719556942,0.78845292,0.458520972,112.88906710024705
RSM3169,1.0957,0.4703,0.7886,0.000186208,4.38e-06,298.15,298.15,5.799138012278305,6.385983358579555,-32.29055707517206,-17.36522319825626,8.8260955170378,9.3610302525834,-28.452207800483208,-15.820257431552973,0.18699510980833,0.29541970540836,-34.60070523917367,-18.73526197745064,0.18699510980833,0.29541970540836,-31.410650281472186,-15.820257431552973,8.8260955170378,9.3610302525834,-33.82697856020858,-17.42200796915724,42.51323230291499,0.9081041535265304,0.9428551429583388,23.542656,0.000954695,-40.12357843,1.867710104,-37.52507,1.457441359,0.062693571,0.043016188,114.23855372582466
RSM3176,0.8676,0.605,0.8396,0.000102794,6.42e-06,298.15,298.15,10.435121113365408,9.41034981640185,-29.50018889020695,-14.640126165885366,15.156721112372,14.346404103847,-24.09910846324648,-14.222945072048182,0.31381484799352,0.30458475991749,-32.45770172123446,-15.185669414674988,0.31381484799352,0.30458475991749,-24.154070782505084,-14.337781915157732,15.156721112372,14.346404103847,-31.519866506807872,-14.350430012824335,16.011523985743928,1.108898321205479,1.056482237824784,38.609796,2.31e-05,-21.88653878,0.125433068,-20.86951,1.207781057,0.394319464,0.326482571,182.8288976215248
RSM3180,1.111,0.3937,0.8275,0.000470417,6.55e-06,298.15,298.15,4.919922160021513,4.6699013714620445,-34.678401734664575,-17.34332014522466,7.1616677811999,6.7412539693231,-31.629057609214414,-16.019504594881344,0.17480903221657,0.27658353859051,-36.30858001440381,-18.24507271892857,0.17480903221657,0.27658353859051,-34.56396598470394,-18.24507271892857,7.1616677811999,6.7412539693231,-35.10520972163559,-16.019504594881344,71.8193783481865,1.0535387728071308,1.0623643336668342,19.518684,0.00120839,-47.63233125,1.062138511,-36.02286,2.495401745,0.293752002,0.117717318,79.59635296022117
RSM3195,1.2757,0.2308,0.9135,0.000454555,6.67e-06,298.15,298.15,2.8544238749568858,2.4659333394245375,-37.71843110356919,-20.95125432550513,3.88960211998,3.5833951692775,-37.17130237006426,-19.160729219631865,0.26302371740797,0.12831154618915,-38.309441196717266,-23.831175140069583,0.26302371740797,0.12831154618915,-37.52260892700911,-23.831175140069583,3.88960211998,3.5833951692775,-37.53800741890348,-19.160729219631865,68.1491651950277,1.157542999772188,1.085451627921671,9.9065835,3.09e-05,-27.3894019,0.088277327,-27.69664,1.946891756,1.668002883,0.856751731,80.9447699444527
RSM3200,1.6283,0.1522,0.8225,0.000311926,3.69e-06,298.15,298.15,1.1256370065543846,1.3550780136470788,-34.383071881830965,-20.280341326706665,1.4625937604672,1.8236509303637,-32.931958300530454,-19.03732866246737,0.10169843666270001,0.09905055065508701,-36.34605905211985,-21.61855501907536,0.10169843666270001,0.09905055065508701,-36.31156139208008,-21.465792791685264,1.4625937604672,1.8236509303637,-33.04473891260223,-19.03732866246737,84.53276841930396,0.8306805919786096,0.8020141004587458,5.124759,0.000129908,-35.7445364,0.320688417,-37.23744,0.899866947,0.056644346,0.062947468,185.28480040591623
RSM3205,1.3978,0.1203,0.9257,0.000290476,2.07e-06,298.15,298.15,0.9472614015329516,1.2257198426002043,-33.62349902718416,-19.71299591328322,1.2798571225676,1.6282241003244,-31.600069063357772,-18.098480255614685,0.06947272496115,0.055662423762316005,-36.7715598376476,-20.93928040097535,0.06947272496115,0.055662423762316005,-36.7715598376476,-20.738594361470792,1.2798571225676,1.6282241003244,-32.847467750602725,-18.098480255614685,140.32650225772838,0.7728204836128683,0.7860448216629523,4.65148275,0.0317698,-54.52312511,1.925992747,-51.42076,0.721387094,0.008694148,0.012051987,389.9486912571821
RSM3206,1.1777,0.3366,0.8874,3.31e-05,2.39e-06,298.15,298.15,4.77640879752794,4.018760313938318,-30.838607710596907,-14.783225130742442,6.5036517395798,5.809403885104,-22.635270713066966,-13.687310716452192,0.35962102347927,0.27566758732682,-33.811288064435885,-15.713370797946787,0.35962102347927,0.27566758732682,-22.683551914873973,-13.687310716452192,6.5036517395798,5.809403885104,-32.06567604104813,-15.682154243847847,13.849366590223184,1.1885279102017283,1.119504146760189,15.685188,8.03e-05,-36.91355977,0.166264515,-31.46244,0.434649605,0.053305302,0.122639712,-2016.4453290914769
RSM3213,1.451,0.11,0.935,0.00104688,3.04e-06,298.15,298.15,1.0213188118345786,1.1663924014581684,-39.80620932619186,-22.420395063451803,1.3691632971225,1.506410775977,-38.33616782532293,-21.57353171447935,0.08015928050993601,0.10138836687596,-41.19487773450065,-23.379373420057487,0.08015928050993601,0.10138836687596,-40.8997417458648,-23.19105709506332,1.3691632971225,1.506410775977,-38.97793379370142,-21.989958461443827,344.368307773583,0.8756219695506406,0.9088910667368298,4.0743216,0.00522024,-48.02693662,2.574016473,-61.37727,1.10317091,0.02992645,0.027127665,205.88488706753213
RSM3217,1.6716,0.2663,0.6391,3.94e-05,1.55e-06,298.15,298.15,2.551707350023574,2.184481046220956,-32.50769697763873,-15.279822767922498,3.4532867663638,3.0847869893998,-26.22714107407314,-14.418584001597559,0.25373720233307,0.15111732961966,-35.308792068758954,-16.213769174410753,0.25373720233307,0.15111732961966,-26.40396506404199,-14.418584001597559,3.4532867663638,3.0847869893998,-35.308792068758954,-14.99222464783174,25.419338439136492,1.168106884899154,1.119457122397478,8.7848175,0.00016311,-36.0449046,0.438002809,-35.22658,0.488281642,0.010392761,0.021284358,371.210892613129
RSM3226,0.8434,0.5506,0.9054,0.000122186,7.61e-06,298.15,298.15,9.164333368842046,8.217589893041842,-29.126819405002927,-14.783654667799759,13.260719908025,12.191014118958,-24.28633912258875,-14.118370764435747,0.36511988938591,0.35889636149691,-31.80533283670429,-15.323736548098484,0.36511988938591,0.35889636149691,-24.73843346997741,-15.05016962137488,13.260719908025,12.191014118958,-31.39450137520116,-14.490967985202076,16.05597686518044,1.115209384761429,1.0877454310714343,36.0908175,0.00537944,-52.9322207,1.372707648,-36.01976,1.326704192,0.119986991,0.090439898,187.67955694529908
RSM3256,1.0699,0.3521,0.9268,8.91e-05,3.7e-06,298.15,298.15,5.062514369117614,4.329636513445557,-31.804281559683865,-15.412070053453581,7.0345892637997,6.2505024737587,-26.298631596142098,-14.644950279065009,0.36863018067662,0.22768306984281,-34.68950850304511,-16.314464119712824,0.36863018067662,0.22768306984281,-26.435987416355996,-15.286496450554347,7.0345892637997,6.2505024737587,-33.6337415909068,-14.806757406837825,24.081074572682546,1.1692700653726837,1.1254438012514487,18.1724205,0.00013424,-32.3202152,0.456885785,-34.43665,1.008328679,0.028574985,0.028338959,232.4557467701113
RSM3265,0.9462,0.4499,0.8971,0.000102078,5.39e-06,298.15,298.15,7.039047076962817,6.186553490276684,-29.8502117595318,-14.453807592707745,9.977297880664,9.0358641509563,-24.79731300539266,-13.93935139324098,0.35654727377185,0.35122712773924,-32.35087759740015,-15.325437969771402,0.35654727377185,0.35122712773924,-26.017249185991687,-15.325437969771402,9.977297880664,9.0358641509563,-32.35087759740015,-14.02751783868581,18.93840093907218,1.1377978203897932,1.1041885661380777,26.1536535,3.5e-05,-27.87037009,0.115469452,-24.59876,1.044108834,0.443656541,0.424914076,216.16514346150885
RSM3266,1.3507,0.3634,0.721,0.000111084,3.8e-06,298.15,298.15,3.7336458489595463,3.4555318486746147,-32.41550894924361,-16.40146616559795,5.1444987477765,5.0125593199494,-28.285648874599307,-15.602309908353066,0.26458472409096,0.20680240204689,-34.27908169224651,-17.228072574830616,0.26458472409096,0.20680240204689,-28.786866791658625,-16.60362841617487,5.1444987477765,5.0125593199494,-32.820462061324214,-15.871171794461986,29.232623886151607,1.0804837033669716,1.0263217688618607,14.785755,0.000224555,-36.25614373,0.710687893,-33.9607,1.130715986,0.015856465,0.014023384,130.64455878352814
RSM3273,1.4269,0.3766,0.8048,7.84e-05,1.53e-06,298.15,298.15,3.6848593995851306,3.959247099217581,-31.084633897159897,-14.86596601135853,5.0516427969935,5.6929562197406,-28.074988853805298,-13.453009647540169,0.28553988620309,0.22116861911567,-32.70130963151365,-15.712579008815043,0.28553988620309,0.22116861911567,-28.499551309262365,-13.453009647540169,5.0516427969935,5.6929562197406,-31.974685671298175,-14.97463850118751,51.24179657398916,0.9306970005262857,0.8873496654472413,14.4995415,0.0147466,-49.17185712,9.511179993,-62.23967,0.931969749,0.002044619,0.002193869,166.40451765910555
RSM3275,1.3022,0.3684,0.8103,0.000861995,3.71e-06,298.15,298.15,2.692033463584029,3.6015938821040328,-32.49884327475239,-16.339580647207463,4.0713949405826,5.1201115509788,-29.508446541079273,-15.250054865837885,0.11376465494473,0.26464166662226,-42.892565852868984,-17.645664477788117,0.11376465494473,0.26464166662226,-42.892565852868984,-17.276525521216985,4.0713949405826,5.1201115509788,-31.67938371645141,-15.821397502217438,232.34360314188595,0.747456140726952,0.7951769995721061,15.5400555,3.14493,-73.53443001,2.288807236,-44.50118,1.636894197,0.069194898,0.042272065,115.56052948789952
RSM3284,1.0794,0.3212,1.0307,0.000103475,4.77e-06,298.15,298.15,4.183516975498641,3.639830286195024,-31.301579975214928,-16.589395562275346,5.7025761221665,5.0349561329923,-26.839834588093705,-15.537721946632422,0.43247907843933,0.26618349076986,-33.27930133805839,-17.549073075905124,0.43247907843933,0.26618349076986,-26.839834588093705,-16.760241512722494,5.7025761221665,5.0349561329923,-32.85232676856873,-15.537721946632422,21.69286756962944,1.149371439477422,1.1325969822851856,16.350744,0.00027582,-35.13640678,0.662418588,-34.88127,1.038688266,0.147015581,0.141539657,271.0808606396412
RSM3286,0.793,0.4479,1.0404,0.000111762,6.08e-06,298.15,298.15,8.118788893310283,7.640373725989796,-29.567058405954054,-15.882598602734273,11.639256152442,11.222153509067,-25.30242940050522,-15.382767866820688,0.43641532945536,0.43632191863998,-32.23127969283636,-16.3960026738278,0.43641532945536,0.43632191863998,-25.38524806772909,-15.532346957885768,11.639256152442,11.222153509067,-32.101950321014044,-16.075503658907845,18.381904871397225,1.0626167232752017,1.0371677898575316,31.0880475,1.42e-05,-21.81424892,0.108899496,-22.98685,1.203236389,0.620796603,0.515939019,223.11274282482307
RSM3287,1.0726,0.4952,0.823,3.02e-05,2.86e-06,298.15,298.15,6.632500670173029,6.334160427690843,-26.326258947439253,-14.073566502726045,9.3418013446994,9.3326274737095,-21.398499077456588,-13.306420513883257,0.30361617021808,0.28479062245751,-29.718022352576856,-14.697155830885938,0.30361617021808,0.28479062245751,-21.398499077456588,-13.312662031946791,9.3418013446994,9.3326274737095,-25.233074494849966,-14.176546657014853,10.559436867329767,1.0471002030793055,1.0009829890901294,25.4715585,6.7e-05,-32.78835475,0.147455765,-26.51734,0.425386811,0.186869841,0.439293922,-2893.156671405809
RSM3305,1.1637,0.2944,1.0409,3.98e-05,3.05e-06,298.15,298.15,3.9651728871470264,3.4060748923907607,-30.18370629615458,-15.548686403259687,5.1868530008839,4.6842039691972,-24.160108037709012,-14.698612643091614,0.46301044573924,0.27785843110395,-32.736155151231216,-16.69258920388916,0.46301044573924,0.27785843110395,-24.160108037709012,-15.27486805301246,5.1868530008839,4.6842039691972,-31.13481646690977,-14.799483278648571,13.049176049450475,1.1641472992869704,1.107307246864346,13.9316655,0.000823684,-49.50901654,0.799425484,-41.08594,0.529588664,0.079149661,0.149454975,
RSM3317,1.4142,0.3183,0.7238,9.49e-05,4.32e-08,298.15,298.15,3.4461591994139464,1.1532416629257092,-33.22843495416474,-16.152385060179903,4.5635474354995,1.769558689491,-32.06042610131715,-14.599388609138884,0.28016062942556,0.0750782282063,-34.47233835416362,-19.03685858020542,0.28016062942556,0.0750782282063,-32.85009811285003,-15.617367095866266,4.5635474354995,1.769558689491,-33.4911652296669,-18.416452376859365,2196.7084095275573,2.9882368199118354,2.578918383774878,2.80356585,1.01e-05,-30.46515169,0.018958322,-29.22312,0.99398962,0.894210152,0.899617194,96.57137101965084
RSM3320,0.7487,0.665,0.8327,4.13e-05,4.2e-06,298.15,298.15,13.665074264351597,12.027913994350966,-24.740956613094962,-12.836102531337543,19.999967180247,19.612037310178,-21.049481967463088,-12.242537585368328,0.30464514526624,0.30256340981812,-30.59917862697273,-14.431532948883408,0.30464514526624,0.30256340981812,-21.11004343731528,-12.532732032855959,19.999967180247,19.612037310178,-22.50849337540398,-14.431532948883408,9.83333099206405,1.1361134001098117,1.0197801923345649,49.2003615,2.62e-05,-23.50543486,0.135293671,-23.16741,0.579725055,0.529648603,0.913620341,846.6985164941833
RSM3323,0.7668,0.6843,0.7221,2.17e-05,2.74e-06,298.15,298.15,13.981579917322314,13.14091494085267,-20.988616012176976,-11.57654567888595,20.665649797908,21.998617554162,-18.903537746164915,-10.393552246872876,0.25639650507958,0.25302450057796,-27.882008825762533,-13.489752690967858,0.25639650507958,0.25302450057796,-19.04589601216592,-10.678731126199914,20.665649797908,21.998617554162,-18.903537746164915,-13.438619983512933,7.919705138793745,1.0639730932170566,0.9394067489480606,49.4869635,3.13e-05,-27.18264285,0.130237139,-23.47699,0.315681049,0.32565983,1.031610326,-1133.7983824375312
