MOF,Density_g_cm^3,POAVF__,Cp_J_g_K,Henry_mol_kg_Pa_CO2,Henry_mol_kg_Pa_N2,T_ref_K_CO2,T_ref_K_N2,Uptake_mean_CO2,Uptake_mean_N2,Heat_mean_CO2,Heat_mean_N2,Uptake_max_CO2,Uptake_max_N2,Heat_max_CO2,Heat_max_N2,Uptake_min_CO2,Uptake_min_N2,Heat_min_CO2,Heat_min_N2,Uptake_first_CO2,Uptake_first_N2,Heat_first_CO2,Heat_first_N2,Uptake_last_CO2,Uptake_last_N2,Heat_last_CO2,Heat_last_N2,Henry_selectivity_CO2_N2,Uptake_mean_selectivity_CO2_N2,Uptake_max_selectivity_CO2_N2,Uptake_sat_mol_kg,Henry_mol_kg_Pa,Heat_henry_kJ_mol,Uptake_des_mol_kg,Heat_des_kJ_mol,Uptake_CO2_bin_mol_kg,Uptake_CO2_ter_mol_kg,WRC__,nCAC
RSM0151,1.0216,0.6081,0.6876,4.26e-05,2.65e-06,298.15,298.15,10.12704172962351,8.78271086234416,-29.213522137826107,-13.211249735112471,12.871956867483,12.512868933093,-22.06956248690272,-12.144408469291164,1.1089578077666,0.56277899518375,-32.79272135319961,-13.84565339902376,1.1089578077666,0.56277899518375,-22.06956248690272,-12.144408469291164,12.871956867483,12.512868933093,-27.806500546003043,-13.657267902151597,16.07546563189976,1.153065595389461,1.0286974902645456,32.9189925,0.0173592,-54.77116222,5.525232245,-48.36852,0.59176673,0.03051136,0.051559776,670.7132481498816
RSM0158,1.1324,0.4874,0.7875,0.000120806,4.36e-06,298.15,298.15,6.224244431502373,5.877809315687088,-30.695266159475707,-15.718203571749969,8.2644299809487,8.2918192771778,-27.664346427085192,-15.060224019363188,0.72907671327393,0.37615007264236,-32.46440510952154,-16.641619948484692,0.72907671327393,0.37615007264236,-27.901033104652235,-16.377762160661888,8.2644299809487,8.2918192771778,-32.46440510952154,-15.121326772957545,27.707791810139494,1.0589394955174263,0.996696829089669,23.701608,2.51e-05,-24.70288963,0.11111588,-23.88661,1.281712534,0.693411757,0.541004116,130.54210427042196
RSM0171,2.3597,0.1942,0.6566,0.000542519,3.1e-06,298.15,298.15,1.1256459787378912,1.10373376646474,-38.47676162547271,-19.656675009755762,1.3620843934296,1.3673109650794,-36.46089252133652,-18.698696774218195,0.10150168070091,0.065068328196056,-39.47216183699211,-20.551947424548064,0.10150168070091,0.065068328196056,-36.46089252133652,-19.93255915128333,1.3620843934296,1.3673109650794,-38.4831671859106,-19.01207336931668,175.0060725786863,1.0198528059373557,0.9961774813599241,4.526691,0.000180554,-37.35277367,0.446591466,-36.94493,1.062606816,0.03327418,0.031313727,152.61260992842068
RSM0172,1.0465,0.3572,0.8745,0.000137075,3.83e-06,298.15,298.15,4.456906435954596,4.373036305460341,-31.686253137795912,-16.368595827316128,5.639927152629,5.7151045794111,-28.909748826227858,-15.200791484529972,0.20143281155270001,0.25205647517999,-32.83519597022568,-17.68454864241208,0.20143281155270001,0.25205647517999,-28.909748826227858,-16.894242622144617,5.639927152629,5.7151045794111,-31.866313940574035,-15.600226737233854,35.78980788777862,1.0191789238951692,0.9868458353231336,18.7275315,4.74e-05,-29.19236864,0.157667343,-28.03415,1.198399887,0.57863904,0.482843036,132.51658635886125
RSM0175,1.4607,0.4072,0.6804,0.000156099,4.15e-06,298.15,298.15,4.503931261466069,3.855648501451016,-34.72144429354805,-17.23722003860649,5.8212165824658,5.3221293942188,-29.29121233255152,-16.269705690934103,0.62076394081597,0.20117077632667,-36.210951470426025,-18.003855528475405,0.62076394081597,0.20117077632667,-29.29121233255152,-16.269705690934103,5.8212165824658,5.3221293942188,-35.70328737488948,-17.21902752409295,37.61420780380535,1.1681384492828932,1.0937758463347476,15.3501345,0.00920765,-57.61761066,4.548790433,-48.39924,1.433211932,0.014291753,0.009971835,104.25360505931422
RSM0177,1.4179,0.4416,0.6397,0.000293598,4.4e-06,298.15,298.15,4.937320890949787,4.605965208726266,-34.89103339857881,-17.508484929935932,6.0395167249382,6.1488972010643,-32.723830120646916,-16.64312583418142,1.1596258426251,0.29946970707429,-36.23854726768379,-18.556315996361313,1.1596258426251,0.29946970707429,-32.723830120646916,-17.00265374000782,6.0395167249382,6.1488972010643,-35.0320266745549,-16.740923565973993,66.72680301663567,1.0719405525675003,0.9822113669247634,17.1513315,0.897451,-67.48652831,11.06596447,-56.48141,2.553985917,0.012369607,0.004843256,70.94817381073243
RSM0191,1.7023,0.4104,0.6111,0.0174279,1.6e-06,298.15,298.15,3.237536190459041,3.6400045594012496,-43.648281038486715,-17.688173901116745,3.9058544594144,4.833494064091,-41.14071892559237,-16.322215898094885,0.75972101754402,0.31603729025638,-50.85229770762541,-19.031893541907078,0.75972101754402,0.31603729025638,-50.85229770762541,-18.575911059965467,3.9058544594144,4.833494064091,-41.14071892559237,-16.531546939502398,10892.430692230817,0.8894319052695635,0.8080809467484341,13.174146,6990010000.0,-125.7343401,9.095803941,-56.66438,4.028241276,0.003379605,0.000838978,83.95197108200017
RSM0195,1.3916,0.3371,0.8017,0.000177963,5.34e-06,298.15,298.15,2.908843367804357,2.6764930007053263,-31.346731620819686,-16.393613802912434,3.6720762227492,3.3815889561463,-28.75235648453614,-14.614363635399494,0.2934343349882,0.18912220710439,-32.38843095528811,-17.86577189795714,0.2934343349882,0.18912220710439,-28.75235648453614,-17.472107588629378,3.6720762227492,3.3815889561463,-31.983027789087554,-14.614363635399494,33.326398253483475,1.086811498119634,1.0859025950134569,13.2879765,2.25e-05,-26.20211325,0.116262055,-29.15687,1.346101463,0.216727658,0.161003954,147.9209511692896
RSM0199,2.3269,0.362,0.4351,0.0317676,2.75e-06,298.15,298.15,1.0794773379161795,2.146515037810571,-43.44573542488905,-18.980404687432184,1.4639170367777,2.9063766620984,-40.53229318723858,-17.618928720945295,0.09270173327997501,0.11197995249302,-51.94080509957963,-20.870952283480598,0.09270173327997501,0.11197995249302,-51.94080509957963,-20.870952283480598,1.4639170367777,2.9063766620984,-40.55883486949374,-17.618928720945295,11551.850344781695,0.5028976358892576,0.503691436787223,8.5440585,1956670.0,-108.1127658,7.39360282,-54.88708,1.993925167,0.0065051,0.003262459,520.2325740462037
RSM0220,1.0819,0.4694,0.9254,5.32e-05,4.55e-06,298.15,298.15,5.964854301018254,4.993827886627922,-27.723692602497007,-13.968809807743853,7.5739149123815,6.8368307544446,-22.639811955870627,-13.096076567875688,0.94253681846328,0.31326719336103,-29.587871699078697,-14.959067347909171,0.94253681846328,0.31326719336103,-22.639811955870627,-14.569371648152602,7.5739149123815,6.8368307544446,-28.399160195950248,-13.462106704124512,11.692305122570303,1.194445310578139,1.1078107948564642,23.912841,2.11e-05,-24.62217118,0.072135599,-21.6217343,0.679235512,0.606029984,0.892223645,630.9300202039241
RSM0226,1.5836,0.2385,0.8602,0.00176656,2.65e-05,298.15,298.15,2.5633541929843133,2.626898525633815,-42.59563253903357,-26.791629887606614,3.1339981170027,3.1582377148733,-38.72902274345666,-25.513107498715687,0.16325511260768,0.21312884110321,-44.204241555378445,-27.64652354699256,0.16325511260768,0.21312884110321,-38.72902274345666,-25.513107498715687,3.1339981170027,3.1582377148733,-42.8843621194858,-26.997016736402422,66.66263899386267,0.9758101304521668,0.9923249609244298,8.2530165,0.000100659,-32.60894149,0.2733525,-35.29011,2.566143455,1.304312403,0.508277275,94.72409070133776
RSM0227,1.0854,0.6198,0.6875,3.04e-05,2.54e-06,298.15,298.15,10.146472388424788,9.020830803608636,-26.43197021601491,-12.544319298927633,13.034610427421,12.759606367917,-21.981970599821164,-11.70680634096359,1.0395111526028,0.73723849795028,-30.296011341355094,-13.401239687967454,1.0395111526028,0.73723849795028,-21.981970599821164,-11.70680634096359,13.034610427421,12.759606367917,-24.077107167081042,-13.147269888501606,11.968499225000308,1.1247824739562495,1.0215527071583066,31.6422705,1.85e-05,-26.35399528,0.072952586,-22.45231,0.445619276,0.403264483,0.904952961,1097.1929656782663
RSM0228,1.2641,0.5895,0.6767,3.35e-05,2.46e-06,298.15,298.15,8.55817174880451,7.480795811586114,-29.193455753659176,-13.220346995660098,10.953278545702,10.434586239837,-22.496553820728778,-12.117847010381821,0.87951030608593,0.62697681864575,-32.61923741152992,-14.154765901806117,0.87951030608593,0.62697681864575,-22.496553820728778,-12.117847010381821,10.953278545702,10.434586239837,-28.682114135622022,-14.027799724957935,13.617880643137951,1.1440188937584197,1.0497089481021964,25.825815,3.25e-05,-28.48160352,0.100482488,-24.45876,0.48979378,0.166613753,0.340171231,703.4828026873006
RSM0229,1.4047,0.2903,0.9049,0.00100717,5.79e-06,298.15,298.15,2.7535715877768303,2.6277493974998127,-40.24067209699567,-18.929033354006396,3.4059083352273,3.2073048981796,-38.5803254040187,-16.234199071021255,0.24925336441761,0.1989691090114,-41.76341832918748,-21.331420801748976,0.24925336441761,0.1989691090114,-38.5803254040187,-20.345223867797703,3.4059083352273,3.2073048981796,-39.302160134622895,-16.234199071021255,173.94988360105637,1.0478821117400632,1.0619222192312807,11.2715505,0.011954,-53.72891708,6.926528853,-55.17817,2.578849653,0.011771156,0.004564499,83.76193305800699
RSM0230,1.1859,0.6083,0.7008,3.51e-05,2.48e-06,298.15,298.15,9.730337463294015,8.297898459602214,-29.316246950766224,-13.245489145354448,12.544802811888,11.628105088381,-23.123673487664767,-11.879922796211028,1.1262049357176,0.64115601039791,-32.40803034448425,-14.839599694696744,1.1262049357176,0.64115601039791,-23.123673487664767,-11.879922796211028,12.544802811888,11.628105088381,-29.281767294549045,-14.839599694696744,14.153220099508026,1.1726267211709527,1.0788346610680273,28.43265,8.72e-05,-32.70486457,0.174466723,-29.08433,0.51299303,0.144883962,0.282428715,620.6463016736968
RSM0234,1.1497,0.6208,0.7129,2.81e-05,2.38e-06,298.15,298.15,9.759073726398261,8.79929812594143,-27.15276137891204,-12.882212789319,12.756081886649,12.241453498091,-21.44730760807927,-11.546905188718704,0.71392317716569,0.81137681286447,-31.456964441070003,-14.069632848445945,0.71392317716569,0.81137681286447,-21.44730760807927,-11.546905188718704,12.756081886649,12.241453498091,-24.622117844639785,-14.069632848445945,11.806717728269861,1.1090741087208063,1.0420398107657078,29.931705,4.11e-05,-30.35902888,0.106782953,-24.62574,0.40369833,0.32779495,0.811979951,5481.390788843888
RSM0235,1.9437,0.1731,0.7032,3.45e-05,4.93e-07,298.15,298.15,1.5205463241460115,1.3772926361230398,-34.468761557386536,-16.514393105194937,1.9858202812182,1.8378033304180001,-32.36469663224588,-15.33873619901156,0.080668434582573,0.053211278199986,-35.637877749767,-18.9229433186533,0.080668434582573,0.053211278199986,-32.95862952847391,-18.871110278383075,1.9858202812182,1.8378033304180001,-35.43544733586576,-15.78177097866312,69.97957407794304,1.1040110752534875,1.0805401472231817,4.79744775,0.00101297,-44.19121498,2.673945385,-55.16139,0.32156916,0.0035326,0.010985505,1286.6467097736845
RSM0239,1.8382,0.3995,0.5111,0.000193868,2.28e-06,298.15,298.15,3.0631974460037785,3.13992734560048,-35.18248294031776,-16.76441642276564,3.9630875039062,4.1376361702668,-32.7285243455476,-15.539512116339118,0.38926531035321,0.37093306907958,-36.34592450806452,-18.30761653536812,0.38926531035321,0.37093306907958,-32.7285243455476,-17.640200076066698,3.9630875039062,4.1376361702668,-35.296879792583745,-16.070192101380282,85.02978726763716,0.9755631608147917,0.9578143995318218,11.966133,0.00132985,-39.63949482,2.147192169,-43.27771,1.455635704,0.016917121,0.01162181,76.9110010326625
RSM0243,1.36,0.2984,0.8966,0.00124362,2.11e-05,298.15,298.15,2.881602292824735,2.793208089502612,-37.36043985499233,-21.686603650199064,3.3370436749761,3.3699771250352,-35.916990208603835,-20.122567889429238,0.5106444133612,0.26267037962392,-38.52752680449457,-23.06662754323259,0.5106444133612,0.26267037962392,-35.916990208603835,-22.57659090366352,3.3370436749761,3.3699771250352,-36.9070969476842,-20.210879414344987,58.93933369955764,1.0316461217670438,0.9902273965554748,12.0837375,0.0804688,-57.0479674,6.969361295,-55.57978,2.777356461,0.005767477,0.002076607,108.66327418532832
RSM0247,1.2918,0.3377,0.8324,0.000661255,6.05e-06,298.15,298.15,3.5615925672750666,3.5237102067572423,-35.89871341079806,-18.535010990640124,4.642210842976,4.7785598145148,-34.31878053533836,-17.285570884358727,0.26261149103862,0.21155988792528,-36.73509404853147,-19.811759857557718,0.26261149103862,0.21155988792528,-34.31878053533836,-19.575509026003232,4.642210842976,4.7785598145148,-35.38575024014536,-17.285570884358727,109.2983290415985,1.010750702610041,0.9714665135872916,14.3782185,0.000955981,-40.10180194,2.720806577,-45.56266,2.61136372,0.029984092,0.011482158,80.20653241302017
RSM0248,1.6567,0.3728,0.6879,0.000137641,3.16e-06,298.15,298.15,3.344124231077029,3.0664099522316337,-33.54871752361502,-17.448268583976823,4.0988225422666,4.0485267382118,-32.071218696146374,-15.91896785237266,0.62626413283704,0.20734347128166,-34.632230629300714,-18.318447629138497,0.62626413283704,0.20734347128166,-32.51443105389725,-17.582807147143,4.0988225422666,4.0485267382118,-33.14781748725685,-15.91896785237266,43.55726469706814,1.0905665854111233,1.0124232362303731,12.3193905,0.000863839,-40.72239194,1.932517903,-43.98379,1.213578051,0.016690175,0.013752865,100.33877641838784
RSM0258,2.0075,0.3167,0.5951,0.000307669,1.39e-06,298.15,298.15,3.0458958988141815,1.8637799336751673,-40.11879353406817,-16.47216716165178,3.5792865707438,2.5649207310993,-38.52641300790104,-15.078863727287269,0.70235002691288,0.1183863504049,-41.87128386120808,-18.19977418606217,0.70235002691288,0.1183863504049,-38.52641300790104,-18.04146739906714,3.5792865707438,2.5649207310993,-41.87128386120808,-15.461750711184163,221.34444507593878,1.6342572659886827,1.395476486795113,8.596173,32.1224,-74.71800711,6.337778333,-58.90058,2.015289588,0.001494591,0.000741626,77.507008794829
RSM0270,1.9522,0.3723,0.5561,9.37e-05,1.61e-06,298.15,298.15,2.541159960438103,2.616180201667412,-32.19278210146489,-16.498671977218237,3.13320735847,3.3133280372271,-30.776544385560896,-14.09544435101721,0.24546391599693,0.24313987411580001,-33.351842361934786,-18.61372282547565,0.24546391599693,0.24313987411580001,-30.776544385560896,-17.96444114901069,3.13320735847,3.3133280372271,-32.09688641408728,-14.09544435101721,58.198721615700855,0.9713245130505664,0.9456375352110359,10.2653355,0.0004587,-39.63769205,0.756341839,-38.56292,0.847368464,0.022863815,0.026982141,118.45381353961577
RSM0277,1.5347,0.2824,0.7381,6.89e-05,2.37e-06,298.15,298.15,2.241647487751724,2.1424716823148646,-29.741651228997558,-14.902194445656582,2.8768907616267,2.7172181500962997,-26.8302340582592,-13.803566772924697,0.17550963130307,0.14159277681512,-31.290511120287974,-16.009626973354138,0.17550963130307,0.14159277681512,-27.246504512129476,-15.737258919709179,2.8768907616267,2.7172181500962997,-30.53243520549424,-13.913250007744285,29.071717691258357,1.046290369321781,1.0587632654830024,10.1560005,1.8e-05,-26.19504071,0.078864697,-27.33495,0.590405429,0.157783487,0.267245997,384.6941723814379
RSM0278,1.4714,0.4003,0.6886,0.000385988,5.57e-06,298.15,298.15,3.540654270953405,3.3552419038793517,-34.03374319646928,-17.56460490218678,4.619864780493,4.4995005715917,-31.81954834783603,-16.65292711209887,0.37357520018145,0.23804826932087,-35.53692929006303,-18.438165506462926,0.37357520018145,0.23804826932087,-31.844922582316535,-17.254826320831686,4.619864780493,4.4995005715917,-34.35886963992843,-17.10932896329588,69.29765362699216,1.0552605065103124,1.0267505708656226,14.824827,0.0101628,-49.2838136,8.291852525,-52.5785,2.061386603,0.026332702,0.012774266,84.92752149834257
RSM0281,1.1799,0.271,1.1023,0.000656091,1.31e-05,298.15,298.15,3.325447984935724,3.193822539165843,-37.41100855712711,-21.783322987679306,3.9414468071251,3.8417266961119,-34.24726239534027,-20.523572640101083,0.48600772957875,0.30383689971519,-38.750204274192996,-22.835871486374135,0.48600772957875,0.30383689971519,-34.24726239534027,-21.923311039442456,3.9414468071251,3.8417266961119,-37.70000916473722,-20.686288452609364,50.08327861959706,1.041212510762485,1.0259571070251035,12.571527,2.06e-05,-25.53170628,0.094946677,-27.7101,2.669759768,1.911445637,0.715961661,92.1538777528393
RSM0285,1.7823,0.3806,0.6004,0.000182486,1.73e-06,298.15,298.15,2.92512220589438,2.8469047432661996,-33.920296253682594,-15.820464702649664,3.4959064048199,3.5921646075058,-32.92813882399699,-13.364233767537677,0.52040725326898,0.32161130895738,-35.154408865135245,-18.588056375085664,0.52040725326898,0.32161130895738,-33.087571729078356,-17.843885240767097,3.4959064048199,3.5921646075058,-32.92813882399699,-13.469264124976394,105.48317602128553,1.02747456261477,0.9732032873756001,11.6017755,0.0118847,-55.55702623,5.139543496,-57.96578,1.600435336,0.014403216,0.008999561,79.16961696341757
RSM0287,1.0454,0.4801,0.8586,4.95e-05,1.91e-06,298.15,298.15,5.671559806067755,6.344522025566291,-27.507721200767364,-13.626735120435718,7.5458718295373,8.7617161419371,-24.91053693433074,-12.904489911006122,0.33970007129806,0.42131180449481,-29.047933208465164,-14.297915202886415,0.33970007129806,0.42131180449481,-24.997693592186305,-13.744357861767172,7.5458718295373,8.7617161419371,-26.52883702238927,-13.036193871724407,25.916216797792256,0.8939301941442368,0.8612321727040276,25.347627,0.00360761,-44.66018957,3.793264237,-41.02288,0.605093603,0.008947579,0.0147871,
RSM0288,1.1634,0.4258,0.8803,0.00248119,7.12e-06,298.15,298.15,4.297958265851385,4.734239071631152,-35.666353782219346,-17.38478480546831,5.6310341341388,6.3291959716404,-34.247075127941585,-16.261986962671646,0.4959850503172,0.31891225445324,-38.88038497117006,-18.47700839396722,0.4959850503172,0.31891225445324,-38.217261550547526,-17.42465910192455,5.6310341341388,6.3291959716404,-34.98961367202804,-16.261986962671646,348.48169262897574,0.9078456328082397,0.8896918596563002,20.1996135,32.7392,-68.13571638,9.746219264,-47.33742,4.038308925,0.014388059,0.003562892,69.29327036224342
RSM0290,1.4137,0.1969,0.9057,4.42e-05,8.18e-08,298.15,298.15,5.126406063506537,4.683413920952746,-42.80850664139525,-22.94663564280318,6.1919757675321,6.3929177211758,-37.47161778565431,-15.102865079976713,1.2024493203231,0.20069215633172,-44.355252443945695,-32.576080944518075,1.2024493203231,0.20069215633172,-37.47161778565431,-15.952671143703581,6.1919757675321,6.3929177211758,-43.095935523217086,-32.576080944518075,540.3356927176928,1.094587441987741,0.9685680369420255,7.5941205,906.265,-87.45502061,7.243217779,-63.67963,0.481249509,0.000234809,0.000487916,578.8783396152761
RSM0299,1.1861,0.507,0.7501,0.000147598,2.95e-06,298.15,298.15,7.244473512292966,6.5185951744594925,-32.865153226636224,-14.685135803578694,9.0629981625322,9.0746835155977,-28.843241545658454,-13.800317475366606,1.1192821568758,0.55059738023465,-35.265968052791614,-15.234013532230891,1.1192821568758,0.55059738023465,-28.843241545658454,-14.644878300598808,9.0629981625322,9.0746835155977,-33.24374794738438,-14.735540473263281,50.03320337857513,1.111355026413732,0.9987123128816102,23.6791305,0.0459045,-53.40151189,2.423855471,-37.56616,1.742099205,0.0277879,0.015950813,90.19564199422068
RSM0304,1.3863,0.2113,0.9201,2.11e-05,2.26e-07,298.15,298.15,2.3313916618618338,3.5091445461094968,-30.312855608533567,-17.636718243739896,3.1230223475243,4.8022696365647,-29.343807541945022,-14.279593478294101,0.10599495534127,0.20475140671291,-31.781377879498425,-22.522619792051497,0.10599495534127,0.20475140671291,-31.212082163598108,-15.942750453467113,3.1230223475243,4.8022696365647,-29.343807541945022,-22.13295575882216,93.36241875035951,0.6643760697876998,0.6503221567870356,8.324223,0.000174874,-39.07284835,0.289815097,-38.85596,0.242593548,0.087222621,0.359542212,-426.937662136568
RSM0308,1.338,0.2768,0.9024,0.00131361,1.54e-05,298.15,298.15,3.054369868781964,3.003188991516426,-39.65621320252302,-21.811220571837378,3.6797817929444,3.7701474792666,-38.22921302071898,-20.70114233524089,0.54250102685047,0.22142246621474,-41.384795922898114,-22.869627011398208,0.54250102685047,0.22142246621474,-38.22921302071898,-22.238784178372786,3.6797817929444,3.7701474792666,-38.70490421049572,-21.087267850532825,85.29934511043213,1.0170421766359359,0.9760312595673964,11.3559105,0.000387128,-39.38528169,1.077925151,-37.78926,2.895832451,0.218442886,0.075433537,79.97906214161667
RSM0309,1.7265,0.3981,0.6792,2.84e-05,2.26e-06,298.15,298.15,4.201532949519953,3.1761190309497915,-32.24351370951731,-15.325733279779818,5.445559535901,4.3745770413773,-25.17592711364524,-14.368845574729237,0.9753290816658,0.19867681514943,-34.18621897579826,-15.916583693578623,0.9753290816658,0.19867681514943,-25.17592711364524,-14.368845574729237,5.445559535901,4.3745770413773,-34.06712808364027,-15.136161757377668,12.566366121076939,1.322851224584677,1.2448196669969414,12.660771,9.89e-05,-38.61460538,0.470626462,-35.77249,0.384647481,0.014930254,0.038815421,1330.5882301007637
RSM0313,1.3978,0.3859,0.7553,0.00109746,3.29e-06,298.15,298.15,3.826476356580951,2.759139001631579,-39.09669267984129,-16.11947540318845,5.5445410102690005,4.1160322874165,-37.057807540161306,-14.573199656305546,0.17720577500389,0.14117550837244,-40.61341057345931,-18.83405033052007,0.17720577500389,0.14117550837244,-37.057807540161306,-18.654015818391745,5.5445410102690005,4.1160322874165,-38.84554594435175,-15.439125312261423,333.5743666947214,1.386837109082518,1.347059649463484,15.0762975,0.139368,-58.561437,8.079935401,-51.18094,2.67747511,0.020861263,0.007791394,70.17703554201734
RSM0316,1.695,0.2044,0.8455,9.69e-05,9.01e-07,298.15,298.15,1.6685371336315407,2.1418247742468055,-33.6795484684075,-17.212476833571767,2.0986057231358,2.8370350353546,-32.515875995848056,-15.613242391410486,0.10456278149772,0.13063600612233,-34.784244103297475,-19.514731111678277,0.10456278149772,0.13063600612233,-34.784244103297475,-19.39380249500801,2.0986057231358,2.8370350353546,-32.757760465220784,-16.518367027769223,107.5470504472248,0.7790259752773285,0.7397179439036278,6.579303,0.0012739,-42.53862121,1.317134295,-43.72646,0.680497247,0.011335085,0.016657062,163.16123001117234
RSM0322,1.5547,0.3354,0.6906,0.00578301,4.49e-06,298.15,298.15,2.028440838120505,2.963897428819339,-36.53644689844779,-19.51299458977409,2.4988774460655,3.8390835455766,-31.260318034191712,-18.80138550519301,0.21699699122752,0.27213383242971,-46.32068562574603,-20.347220954691007,0.21699699122752,0.27213383242971,-46.094110425350124,-19.404025132201184,2.4988774460655,3.8390835455766,-31.260318034191712,-18.80138550519301,1287.9752142594175,0.6843829406498202,0.6509046798275752,11.6619375,4.78467,-69.25848649,5.623693446,-57.13295,2.351043577,0.005717485,0.002431892,113.88547336937232
RSM0324,1.4964,0.3108,0.7559,0.000107443,1.9e-06,298.15,298.15,2.820256641909842,2.9320058845727988,-33.52709804914203,-18.674577287183332,3.6762928345351,3.9219924385147,-32.6337429231204,-17.93227384755195,0.27242843119081,0.14190583544985,-34.313886319120776,-19.761732396419376,0.27242843119081,0.14190583544985,-32.86038062925216,-19.595866855651273,3.6762928345351,3.9219924385147,-33.79314151772281,-18.0414764973183,56.548917605832834,0.9618864193786565,0.9373533713202195,11.0504385,0.000215917,-33.91749022,0.530532499,-35.70246,0.912643755,0.094047891,0.103049947,122.46287466332448
RSM0327,1.8865,0.1449,0.7381,0.000119353,2.86e-06,298.15,298.15,1.0354257012681447,1.3052496722743707,-34.50943203840607,-21.39003176018017,1.2591066076505,1.6273854327945,-33.72175815403324,-20.235960594625247,0.1058295969374,0.068879715524472,-35.33625782839804,-22.6611544731826,0.1058295969374,0.068879715524472,-34.73541180602454,-22.60123003215106,1.2591066076505,1.6273854327945,-34.502477835250126,-20.500553360862735,41.73180359027846,0.7932778864162773,0.773699077229433,4.1822469,0.000152134,-38.18669874,0.242736788,-37.78479,0.568301433,0.010092629,0.017759289,242.8232928763176
RSM0328,1.478,0.3246,0.7174,0.000156289,3.77e-06,298.15,298.15,3.2762122797677478,2.974431803742968,-34.025478250035405,-17.232214970688855,4.1907245295275,4.018590926337,-30.227898234972898,-16.152032286281425,0.44795145343995,0.18229068608077,-35.56182431109422,-18.32120259727939,0.44795145343995,0.18229068608077,-30.227898234972898,-17.882347684063692,4.1907245295275,4.018590926337,-35.13809800260646,-16.377600213293523,41.45595717348616,1.1014581930047693,1.0428343183829263,12.0576525,0.423055,-70.32799033,2.90031849,-51.61472,1.292764613,0.058199283,0.045019242,118.2255030177614
RSM0331,2.0472,0.1791,0.6901,0.000465132,9.02e-06,298.15,298.15,1.2274419831415952,1.2771698783941137,-37.722022839388146,-22.698320291963654,1.4959999749882,1.5756715631072,-36.11052196187222,-21.950213072562843,0.12303693021644,0.09857533280609601,-38.78522933933727,-23.424875027253734,0.12303693021644,0.09857533280609601,-36.11052196187222,-22.962531501476278,1.4959999749882,1.5756715631072,-38.15142098777565,-22.461801803402086,51.566734859563766,0.9610639930562672,0.9494364244520359,4.808742,0.0132369,-54.55035024,3.515727981,-66.03827,1.019683056,0.004072868,0.003994249,226.78882572575628
RSM0337,1.2134,0.3003,0.883,0.000136288,2.92e-06,298.15,298.15,4.80187587044574,4.318341455399209,-36.38043085839015,-19.220941266098432,5.8387609942323,5.7341012184462,-32.53983451737849,-17.956123103172136,0.92630853028432,0.24441953697882,-37.53975889030871,-19.969097811091917,0.92630853028432,0.24441953697882,-32.53983451737849,-17.956123103172136,5.8387609942323,5.7341012184462,-36.24205524793782,-19.612851580615775,46.673956618508015,1.1119722513931494,1.0182521674797784,13.3237185,0.00475153,-46.27574407,6.682969098,-56.04529,1.446749231,0.005580561,0.003857311,101.89236934490128
RSM0342,1.7735,0.1512,0.8147,0.000260533,5.7e-06,298.15,298.15,1.1287095939923069,1.4016041303838576,-35.8885960885264,-22.918815280336187,1.3674333703338,1.7453867262026002,-34.83177363225614,-21.6097376148207,0.07948711127739201,0.07721291147067401,-36.78255540237846,-23.893137041189558,0.07948711127739201,0.07721291147067401,-35.999288024887385,-23.625218726981835,1.3674333703338,1.7453867262026002,-36.07140091043024,-21.691532203747705,45.70753584078319,0.8052984216608876,0.7834558094228844,4.653675,0.000161071,-38.81317979,0.189930088,-36.49751,0.773297847,0.010891519,0.014084507,270.7648104795364
RSM0366,0.5283,0.7408,0.9104,1.89e-05,3.6e-06,298.15,298.15,23.78190237080313,22.89991600674816,-20.163802737896095,-12.161618904840735,31.769064587177,34.408345451795,-16.273986439531022,-9.675896994446768,1.4751872558097001,1.337364199386,-27.161551033510534,-14.699831085041764,1.4751872558097001,1.337364199386,-16.273986439531022,-9.675896994446768,31.769064587177,34.408345451795,-18.996358889696978,-14.699831085041764,5.249998541667072,1.0385148296523896,0.9232953276315923,77.74773,1.06e-05,-18.46598915,0.079256215,-14.68003,0.304611235,0.275389922,0.904070138,-488.1995743827618
RSM0369,1.3358,0.207,0.9668,0.00155495,1.44e-05,298.15,298.15,2.455372919608071,2.636525933497602,-40.7200177531091,-24.79993892019998,3.1138127791963,3.2029432831986,-38.87231631451625,-23.949328523216764,0.10905368355975,0.26405313388217,-42.09774998062709,-25.720192560379907,0.10905368355975,0.26405313388217,-38.87231631451625,-24.954797062798114,3.1138127791963,3.2029432831986,-41.8086441475771,-24.165052121900164,107.98263139009505,0.9312910176270689,0.9721723127378445,8.425677,1.76e-05,-24.09541945,0.073504846,-25.92351,2.355521386,1.980137766,0.840636718,91.58858610689592
